cpu_usage,memory_usage,disk_usage,network_latency,application_state
14,62,3,7,good
100,75,42,3,good
83,59,26,7,good
2,64,50,9,good
36,80,4,8,good
39,54,5,3,good
71,56,76,5,good
39,91,86,13,good
55,70,55,13,good
22,72,88,8,good
10,85,67,18,good
63,25,95,7,good
7,11,43,10,good
92,70,14,10,good
93,45,89,11,good
55,46,41,12,good
59,78,10,13,good
9,37,72,8,good
38,20,10,17,good
27,13,65,14,good
48,1,26,17,good
35,71,57,19,good
12,69,89,16,good
95,100,71,9,good
35,100,20,20,good
100,32,20,10,good
25,5,71,9,good
85,89,0,1,good
3,36,57,3,good
94,13,12,11,bad
81,36,72,7,good
63,7,91,18,good
37,76,5,13,good
87,12,86,18,good
86,39,99,16,good
21,91,57,16,good
1,57,16,10,good
30,17,72,9,good
10,56,11,8,good
91,82,85,19,good
45,37,51,3,good
95,31,75,9,good
61,85,69,2,good
68,65,72,19,good
63,76,51,8,good
9,86,36,18,good
39,24,2,8,good
23,91,97,5,good
98,57,7,6,good
43,74,9,10,good
59,32,46,15,good
61,87,40,4,good
86,65,63,3,good
16,29,41,9,good
64,80,42,16,good
94,33,8,16,good
94,85,13,15,good
56,68,100,9,good
54,47,90,17,good
52,39,95,12,good
55,50,3,8,good
97,79,1,14,good
8,12,96,18,good
21,89,84,12,good
12,30,0,14,good
88,38,74,20,good
47,62,64,5,good
17,47,45,1,good
75,86,58,13,good
39,47,74,14,good
16,60,6,2,good
14,11,65,16,good
14,77,14,5,good
78,55,71,1,good
62,17,46,12,good
38,26,89,19,good
12,27,39,10,good
80,81,41,12,good
31,79,50,19,good
8,51,34,16,good
39,15,40,17,good
19,76,84,13,good
89,57,56,7,good
90,92,37,3,good
84,8,71,5,good
81,25,95,4,good
76,27,7,15,good
79,76,73,17,good
72,35,62,12,good
62,8,86,14,good
75,46,3,4,good
43,77,47,17,good
37,50,51,11,good
82,75,37,6,good
59,56,93,4,good
70,31,86,13,good
98,66,4,20,good
47,56,84,15,good
17,53,69,18,good
15,15,80,17,good
54,61,88,19,good
38,83,23,10,good
67,95,85,5,good
58,55,76,12,good
88,22,16,15,good
95,16,77,4,good
61,79,97,8,good
12,37,89,20,good
80,71,82,17,good
100,82,25,6,good
5,29,2,16,good
82,57,1,5,good
76,97,91,14,good
59,77,1,2,good
89,21,21,17,good
13,16,70,6,good
94,14,3,11,good
53,47,37,2,good
3,31,83,1,good
38,76,69,5,good
71,84,72,8,good
24,39,51,4,good
76,96,30,19,good
31,56,25,5,good
58,57,35,5,good
62,90,25,16,good
37,98,27,18,good
91,15,4,11,good
52,27,73,17,good
93,97,17,3,good
66,0,14,18,good
27,40,56,4,good
2,47,96,19,good
97,30,4,9,good
79,35,36,5,good
21,32,85,4,good
95,32,85,16,good
37,81,21,10,good
71,22,51,9,good
71,59,14,16,good
61,86,16,20,good
56,78,50,17,good
5,89,44,18,good
77,29,62,15,good
31,88,27,20,good
98,44,58,9,good
9,79,85,6,good
2,38,20,6,good
58,44,41,11,good
75,77,80,20,good
48,80,68,3,good
58,11,81,12,good
30,92,16,15,good
92,31,67,7,good
68,55,6,18,good
61,23,88,15,good
51,12,100,8,good
88,19,39,9,good
40,78,39,15,good
30,55,42,16,good
84,52,72,20,good
83,67,82,3,good
21,53,50,5,good
3,33,72,3,good
12,27,22,2,good
44,49,94,2,good
41,1,31,4,good
48,93,30,3,good
19,25,16,9,good
76,50,57,12,good
80,46,85,9,good
53,25,34,19,good
35,83,29,12,good
96,91,63,16,good
0,83,52,1,good
14,74,50,10,good
76,73,36,10,good
16,60,89,4,good
23,22,5,11,good
57,36,33,11,good
71,40,55,11,good
90,51,95,6,good
22,82,24,15,good
45,81,12,2,good
71,48,62,3,good
7,26,65,5,good
58,5,4,11,good
89,73,74,12,good
58,65,10,3,good
12,23,87,9,good
38,37,77,3,good
100,27,93,2,good
27,27,43,6,good
88,65,98,6,good
60,60,84,17,good
15,45,68,8,good
1,68,1,1,good
81,74,39,8,good
16,73,36,15,good
29,42,48,18,good
12,58,97,13,good
95,1,74,8,good
92,14,35,20,good
93,36,74,18,good
81,70,72,13,good
12,19,69,14,good
42,97,33,15,good
84,34,57,6,good
93,33,36,1,good
20,85,95,7,good
54,30,59,1,good
80,86,11,15,good
39,18,31,6,good
82,67,80,5,good
14,23,3,12,good
72,83,32,3,good
51,38,42,20,good
73,91,8,14,good
94,53,97,6,good
52,38,50,4,good
86,16,93,15,good
51,18,19,17,good
29,47,38,5,good
32,34,22,6,good
56,31,40,10,good
51,46,43,9,good
8,46,34,4,good
53,63,22,9,good
0,45,57,8,good
43,34,47,3,good
98,93,86,20,bad
74,16,57,1,good
97,41,100,20,good
79,28,56,5,good
8,69,86,3,good
31,16,38,4,good
14,80,27,19,good
11,13,63,15,good
96,23,61,19,good
77,56,82,16,good
56,49,61,8,good
7,56,93,14,good
71,100,84,5,good
26,60,87,1,good
61,38,84,19,good
11,54,25,5,good
64,95,50,3,good
41,35,49,17,good
61,36,35,7,good
10,13,25,17,good
42,26,32,13,good
94,82,99,14,good
16,30,67,12,good
96,72,72,11,good
31,80,7,1,good
92,82,65,3,good
84,43,92,12,good
84,67,22,9,good
39,47,69,2,good
22,56,54,14,good
55,74,42,5,good
5,21,99,3,good
85,3,20,12,good
49,80,21,12,good
36,71,8,7,good
63,45,33,1,good
53,58,58,3,good
71,33,25,11,good
48,10,0,13,good
98,30,99,10,good
10,10,4,19,good
87,55,40,4,good
48,37,62,5,good
20,20,21,11,good
65,93,67,9,good
62,9,47,13,good
82,25,65,17,good
27,90,15,15,good
16,7,79,13,good
5,7,52,11,good
18,59,85,1,good
55,71,64,8,good
27,33,78,5,good
65,15,63,16,good
37,12,87,4,good
36,86,67,19,good
67,75,62,18,good
85,90,61,2,good
89,21,81,13,good
48,95,80,16,good
42,26,70,8,good
35,63,44,19,good
57,1,51,3,good
12,96,73,19,good
51,25,64,17,good
57,91,1,9,good
31,82,48,17,good
80,68,21,1,good
99,96,95,4,good
59,83,28,15,good
82,29,34,12,good
57,7,80,17,good
98,37,75,12,good
55,60,23,16,good
27,80,93,13,good
0,64,29,11,good
41,66,83,15,good
81,45,41,16,good
47,89,70,6,good
39,94,49,11,good
96,71,70,15,good
62,42,59,5,good
75,58,29,3,good
71,45,11,2,good
87,71,48,1,good
79,34,94,15,good
3,38,81,2,good
37,91,45,20,good
26,50,42,6,good
8,3,1,12,good
15,79,96,16,good
55,76,74,14,good
75,83,97,4,good
30,50,79,8,good
87,4,53,12,good
13,54,34,14,good
24,100,51,20,good
33,19,32,13,good
66,23,84,5,good
23,35,83,12,good
72,33,71,10,good
25,53,50,19,good
19,33,25,13,good
63,82,96,9,good
9,16,61,11,good
82,4,60,5,good
66,88,25,13,good
23,17,36,10,good
4,54,29,18,good
66,52,94,15,good
57,49,96,20,good
26,71,10,12,good
79,90,52,4,good
14,78,40,5,good
34,44,4,8,good
75,12,65,5,good
52,15,12,1,good
43,85,62,18,good
25,83,81,19,good
46,12,89,19,good
33,19,24,10,good
86,65,43,9,good
94,98,13,1,good
49,46,68,20,good
83,18,58,3,good
11,44,55,13,good
86,36,51,6,good
3,53,65,6,good
86,5,67,18,bad
47,13,11,5,good
54,3,74,17,good
0,85,67,3,good
88,54,42,5,good
65,99,72,3,good
29,33,73,13,good
2,26,90,15,good
20,6,5,17,good
88,2,14,15,good
83,46,41,5,good
48,96,30,14,good
85,1,85,11,good
84,79,52,14,good
61,24,5,7,good
96,59,32,3,good
37,78,28,20,good
14,23,20,10,good
51,14,53,11,good
78,94,55,6,good
45,13,93,5,good
24,53,20,20,good
20,77,99,13,good
87,5,54,12,good
4,77,57,19,good
69,80,63,19,good
46,17,85,5,good
86,19,45,20,good
67,61,83,9,good
90,80,21,4,good
17,79,59,15,good
20,39,10,3,good
91,38,46,7,good
98,51,30,20,good
85,31,76,20,good
22,72,17,14,good
63,26,21,14,good
66,51,55,9,good
39,96,16,3,good
9,62,37,9,good
88,73,24,4,good
51,62,31,17,good
71,16,14,6,good
74,48,12,16,good
60,99,57,18,good
63,80,89,13,good
4,81,49,7,good
52,22,10,3,good
54,97,12,6,good
36,71,96,3,good
55,12,49,12,good
58,22,100,5,good
92,56,37,17,good
68,61,0,10,good
72,53,38,7,good
58,19,26,4,good
1,85,35,10,good
64,51,31,7,good
59,22,40,11,good
50,34,14,8,good
29,66,30,8,good
10,33,5,5,good
91,32,88,5,good
75,45,51,7,good
38,80,81,4,good
89,44,21,2,good
76,18,30,19,good
71,93,99,2,good
62,86,72,16,good
63,14,45,12,good
60,77,66,15,good
53,65,96,10,good
91,38,90,6,good
93,17,42,13,good
72,69,0,6,good
94,58,43,2,good
57,31,56,14,good
84,20,8,18,good
55,39,4,6,good
33,91,78,19,good
30,26,8,14,good
51,1,44,13,good
88,96,91,8,good
75,79,76,5,good
0,38,23,13,good
54,85,73,6,good
21,55,41,19,good
39,12,21,11,good
100,55,59,16,good
0,65,85,5,good
64,77,36,12,good
62,55,38,17,good
53,27,83,2,good
41,63,73,10,good
20,70,73,15,good
78,81,89,19,good
80,63,88,20,good
21,55,52,17,good
37,40,27,19,good
98,99,76,19,good
79,40,14,13,good
7,99,59,13,good
61,3,59,16,good
46,56,5,3,good
16,29,51,4,good
16,87,11,7,good
89,83,18,3,good
12,45,95,9,good
16,55,74,8,good
37,30,96,18,good
80,87,1,14,good
77,6,54,20,good
44,89,14,5,good
5,76,63,3,good
34,53,99,10,good
13,7,68,11,good
71,54,14,17,good
60,68,42,8,good
14,43,73,9,good
53,12,16,8,good
26,92,97,20,good
12,19,23,2,good
30,77,73,4,good
34,31,29,16,good
59,59,66,9,good
5,49,50,9,good
68,26,59,5,good
85,24,100,3,good
57,51,2,14,good
48,67,4,15,good
22,20,27,6,good
88,17,77,16,good
33,38,10,10,good
25,14,71,14,good
46,52,100,12,good
4,37,71,9,good
89,47,75,19,good
19,51,14,12,good
5,87,82,13,good
69,71,47,13,good
58,27,45,17,good
63,84,27,2,good
17,15,6,20,good
3,15,70,9,good
16,34,93,8,good
13,16,81,7,good
77,72,87,5,good
12,98,5,19,good
6,51,57,3,good
43,92,67,13,good
14,81,54,6,good
18,11,66,11,good
62,82,48,4,good
34,47,50,3,good
80,21,58,4,good
34,48,5,3,good
18,51,89,13,good
19,78,50,15,good
99,0,37,12,good
34,65,10,15,good
31,63,51,11,good
47,7,92,11,good
43,85,19,13,good
23,24,9,12,good
60,65,25,6,good
16,72,47,20,good
70,72,90,19,good
49,76,13,19,good
64,69,99,3,good
98,93,58,16,good
31,78,11,9,good
35,50,22,14,good
12,52,84,3,good
69,14,71,3,good
57,49,38,20,good
13,70,8,7,good
36,74,87,19,good
78,37,94,3,good
67,39,24,1,good
39,65,16,12,good
58,38,41,6,good
79,73,28,7,good
91,16,59,2,good
15,6,66,18,good
61,38,84,15,good
3,67,56,15,good
44,34,71,10,good
89,50,13,17,good
27,46,38,18,good
95,35,15,18,good
65,63,17,15,good
30,94,94,6,good
2,88,74,9,good
7,12,19,11,good
23,17,45,15,good
14,20,44,3,good
42,64,3,19,good
30,99,83,1,good
72,7,94,17,good
44,47,19,11,good
65,84,10,18,good
7,42,64,11,good
70,52,17,7,good
56,84,38,1,good
79,26,43,12,good
98,18,96,4,good
29,22,99,8,good
73,49,17,15,good
17,50,46,11,good
68,42,30,8,good
92,98,98,12,good
38,50,38,3,good
59,68,37,4,good
97,40,78,12,good
42,71,46,8,good
44,10,69,10,good
22,79,7,1,good
68,87,85,13,good
93,84,64,7,good
5,51,12,20,good
55,22,54,3,good
3,48,87,16,good
92,37,84,12,good
22,46,42,5,good
5,71,3,18,good
31,6,70,8,good
17,65,59,12,good
14,93,11,3,good
39,76,58,16,good
95,61,76,10,good
72,86,53,17,good
100,28,43,10,good
73,37,15,3,good
83,100,5,2,good
5,83,13,14,good
62,32,57,9,good
66,28,30,17,good
10,78,99,4,good
42,22,100,15,good
16,2,40,13,good
95,100,34,19,good
3,92,9,9,good
62,44,80,4,good
67,7,29,8,good
80,85,43,15,good
40,28,54,14,good
82,1,70,3,good
4,49,17,17,good
31,64,82,8,good
85,19,78,14,good
69,51,85,13,good
34,84,38,15,good
21,36,41,11,good
64,71,53,15,good
83,26,29,12,good
21,46,19,9,good
10,98,95,15,good
76,5,41,1,good
2,59,88,12,good
8,44,86,6,good
59,43,4,1,good
75,82,49,19,good
86,17,40,13,good
13,64,93,6,good
96,24,38,17,good
17,26,56,13,good
72,6,90,9,good
22,43,56,8,good
73,28,36,15,good
82,94,6,18,good
46,43,4,2,good
68,35,78,2,good
46,18,50,11,good
86,5,7,1,good
29,24,55,18,good
24,30,72,7,good
27,8,10,17,good
97,83,21,16,good
24,73,97,7,good
73,36,98,7,good
77,26,76,2,good
57,12,10,5,good
93,40,59,14,good
40,65,95,8,good
24,84,14,12,good
77,96,37,7,good
98,23,0,6,good
47,43,45,13,good
97,97,87,12,good
9,59,42,17,good
98,8,21,16,bad
74,1,2,1,good
10,55,13,7,good
84,29,1,3,good
20,21,60,6,good
85,74,31,3,good
44,80,37,3,good
6,99,96,8,good
80,12,45,14,good
63,70,41,9,good
63,15,5,5,good
1,96,40,15,good
75,44,24,17,good
41,64,97,10,good
81,10,10,8,good
53,69,100,18,good
74,19,40,6,good
15,98,70,17,good
17,62,56,4,good
98,100,45,15,good
58,89,85,10,good
89,11,47,13,good
15,61,62,1,good
5,93,38,9,good
56,91,9,5,good
46,90,84,11,good
47,41,69,4,good
41,82,64,20,good
75,68,97,16,good
59,57,58,18,good
76,4,77,8,good
3,26,35,2,good
1,27,26,17,good
89,25,72,10,good
58,90,54,13,good
26,48,69,15,good
26,20,94,9,good
78,0,80,8,good
71,91,52,6,good
6,57,59,4,good
62,78,60,18,good
45,54,35,3,good
62,80,84,4,good
11,25,26,13,good
12,83,40,20,good
42,24,27,11,good
16,76,15,8,good
62,32,34,14,good
80,88,35,14,good
35,71,55,16,good
84,68,98,14,good
7,5,18,1,good
68,22,56,2,good
89,29,84,20,good
79,77,32,1,good
35,53,22,11,good
27,86,62,6,good
92,10,69,15,good
46,30,95,12,good
75,5,21,5,good
100,10,66,12,good
29,76,98,14,good
22,11,79,14,good
15,65,58,19,good
13,52,24,5,good
73,98,16,3,good
70,35,38,18,good
51,16,76,6,good
36,27,91,9,good
28,91,74,7,good
66,21,73,18,good
14,6,38,2,good
99,14,23,20,bad
46,95,37,10,good
45,10,87,12,good
51,23,96,2,good
18,66,80,13,good
76,29,56,8,good
20,69,43,7,good
63,65,35,3,good
36,60,98,8,good
26,77,69,1,good
54,40,79,15,good
28,81,44,1,good
19,50,91,12,good
24,43,95,11,good
69,94,25,16,good
62,12,10,4,good
35,89,51,2,good
1,11,24,3,good
21,81,30,4,good
95,8,84,18,bad
15,84,44,12,good
17,47,66,1,good
68,48,75,3,good
53,52,39,4,good
99,55,45,6,good
29,39,53,17,good
44,23,40,8,good
18,97,88,18,good
86,71,80,16,good
33,32,37,6,good
12,22,99,19,good
42,76,35,8,good
61,53,82,4,good
92,52,43,9,good
99,48,56,8,good
21,77,65,19,good
51,77,80,1,good
51,79,29,4,good
35,48,9,10,good
72,59,98,8,good
18,89,60,3,good
37,89,62,12,good
69,64,35,9,good
78,31,53,3,good
56,78,96,4,good
19,20,64,6,good
8,17,81,9,good
31,93,3,2,good
3,59,54,2,good
49,12,53,18,good
81,23,90,3,good
4,29,88,3,good
19,1,63,18,good
86,82,91,6,good
74,24,21,1,good
36,49,24,15,good
21,13,80,11,good
57,5,58,10,good
67,75,56,4,good
92,83,53,14,good
43,86,43,2,good
33,29,51,13,good
76,29,75,16,good
41,37,15,12,good
8,57,100,5,good
94,93,15,19,good
6,40,80,3,good
67,93,54,20,good
18,56,60,2,good
93,35,94,17,good
30,63,78,11,good
34,97,76,1,good
56,15,39,19,good
84,87,90,8,good
60,77,20,11,good
30,89,65,8,good
82,71,7,17,good
94,13,70,20,bad
52,30,9,6,good
31,65,56,7,good
65,67,3,13,good
58,64,42,7,good
9,54,99,11,good
1,83,98,10,good
65,77,62,8,good
59,39,42,10,good
87,24,66,11,good
16,24,81,20,good
95,2,50,17,good
15,68,55,11,good
15,25,42,16,good
45,39,23,5,good
38,37,95,10,good
30,37,33,20,good
87,67,58,5,good
0,6,1,20,good
10,93,1,9,good
84,29,9,3,good
3,18,22,3,good
70,34,14,10,good
25,32,75,7,good
49,32,16,2,good
11,77,81,8,good
94,37,13,12,good
80,9,80,9,good
96,56,78,11,good
74,27,75,19,good
91,77,15,20,good
95,99,31,17,good
64,37,22,13,good
46,15,33,1,good
91,20,97,1,good
52,91,15,8,good
70,96,33,13,good
1,5,70,6,good
23,40,32,3,good
3,14,67,16,good
18,2,42,10,good
25,42,63,7,good
74,46,70,3,good
39,98,17,14,good
49,13,67,16,good
42,65,60,4,good
74,28,74,13,good
66,3,19,1,good
11,25,10,5,good
66,11,78,18,good
26,1,45,12,good
53,16,63,11,good
65,34,80,9,good
48,9,97,7,good
15,85,75,14,good
1,42,27,3,good
59,20,47,16,good
53,14,34,7,good
29,34,7,1,good
83,84,90,6,good
37,84,21,6,good
27,84,23,10,good
24,59,65,12,good
95,43,94,19,good
9,95,85,6,good
59,4,63,14,good
41,72,64,3,good
39,17,13,10,good
96,20,24,9,good
76,71,99,20,good
41,97,99,19,good
46,73,2,15,good
36,50,4,9,good
79,40,64,19,good
21,23,53,8,good
56,23,18,4,good
83,95,96,5,good
26,96,53,19,good
40,37,93,14,good
79,43,75,18,good
33,56,9,19,good
31,58,97,6,good
89,33,15,5,good
88,74,45,11,good
65,94,28,5,good
11,81,14,8,good
39,22,47,5,good
72,85,10,11,good
75,42,33,13,good
89,81,35,6,good
72,39,29,5,good
9,46,98,18,good
95,40,72,10,good
97,46,81,16,good
47,19,18,14,good
19,76,67,15,good
38,64,69,3,good
59,67,32,3,good
65,23,95,12,good
64,99,79,15,good
50,35,74,11,good
35,44,21,10,good
23,1,35,20,good
26,27,22,15,good
1,25,62,18,good
30,22,25,14,good
56,78,59,6,good
77,35,94,14,good
65,90,92,16,good
28,5,4,2,good
14,34,53,19,good
11,37,37,5,good
100,34,61,11,good
27,99,24,11,good
83,73,97,19,good
23,93,11,18,good
20,52,21,8,good
9,37,8,12,good
77,92,83,9,good
100,58,28,3,good
17,42,43,6,good
87,3,92,1,good
13,4,26,17,good
33,67,54,3,good
57,99,80,18,good
75,44,4,18,good
21,79,51,2,good
69,24,12,4,good
35,77,41,1,good
44,10,14,10,good
35,28,78,5,good
21,33,17,5,good
77,85,49,9,good
79,13,1,14,good
60,23,86,13,good
99,58,12,13,good
55,38,67,1,good
88,25,46,17,good
95,42,88,20,good
32,35,74,8,good
44,38,49,3,good
35,60,11,17,good
19,15,12,12,good
17,58,8,18,good
37,95,58,14,good
66,5,44,11,good
22,97,69,16,good
95,55,42,4,good
15,7,73,18,good
58,93,22,7,good
68,26,78,11,good
67,70,44,16,good
20,26,22,16,good
77,88,100,3,good
94,45,33,9,good
77,40,15,8,good
69,78,62,7,good
11,24,50,17,good
15,85,31,11,good
80,17,37,4,good
86,11,55,4,good
13,86,68,5,good
60,50,16,8,good
70,38,85,10,good
45,88,38,17,good
31,9,40,6,good
14,93,47,9,good
43,73,81,10,good
16,97,27,8,good
40,76,76,15,good
53,53,49,18,good
43,28,0,5,good
97,40,49,18,good
4,8,18,1,good
26,62,97,2,good
86,76,58,10,good
77,36,67,6,good
78,13,66,19,good
42,100,40,11,good
96,72,9,18,good
30,71,27,16,good
98,38,33,8,good
16,39,38,4,good
91,53,82,11,good
82,2,55,10,good
53,54,51,16,good
61,32,99,12,good
86,95,2,3,good
31,70,22,11,good
39,18,16,16,good
12,33,70,3,good
83,77,25,10,good
34,49,17,16,good
4,46,45,7,good
72,45,69,15,good
28,55,30,15,good
69,56,92,10,good
24,82,8,3,good
94,50,34,6,good
21,53,80,18,good
65,89,59,5,good
44,80,75,16,good
68,27,62,13,good
90,18,99,3,good
88,26,51,15,good
71,47,47,20,good
0,18,60,6,good
83,96,23,4,good
43,50,73,15,good
86,6,57,18,good
95,28,63,9,good
74,42,29,20,good
38,68,28,4,good
53,93,9,16,good
87,57,38,18,good
74,7,54,5,good
28,41,27,13,good
53,75,17,6,good
89,41,40,19,good
15,12,80,12,good
98,25,74,15,good
19,17,64,9,good
45,41,80,7,good
66,50,99,14,good
64,83,99,19,good
57,15,45,20,good
52,100,59,16,good
0,2,8,4,good
80,90,44,12,good
65,78,59,18,good
28,97,27,8,good
83,44,96,17,good
69,21,2,3,good
7,22,50,4,good
28,58,7,10,good
50,61,69,16,good
32,67,58,20,good
2,53,60,2,good
59,56,57,12,good
34,22,69,16,good
68,59,92,10,good
90,72,100,5,good
75,87,11,12,good
83,84,8,3,good
19,54,48,12,good
72,79,82,1,good
38,62,16,2,good
3,55,53,11,good
18,54,43,12,good
90,24,31,7,good
44,25,34,1,good
42,48,77,13,good
12,62,48,13,good
12,44,53,2,good
59,72,15,10,good
56,78,84,1,good
85,38,11,7,good
91,96,87,13,good
51,64,97,2,good
52,68,7,20,good
85,55,20,7,good
42,8,47,17,good
82,69,7,5,good
71,27,27,11,good
71,44,79,11,good
41,25,9,11,good
89,27,51,17,good
25,39,14,19,good
22,14,3,8,good
42,5,89,20,good
76,26,78,14,good
27,37,99,10,good
8,67,95,7,good
19,74,61,2,good
55,84,3,17,good
82,63,40,1,good
38,29,72,13,good
50,81,98,19,good
11,98,54,14,good
78,2,27,18,good
94,61,100,20,good
54,11,46,14,good
77,90,8,15,good
10,29,1,14,good
25,84,66,5,good
41,37,47,16,good
26,84,68,5,good
10,59,73,13,good
37,37,27,16,good
97,14,78,15,good
42,17,13,5,good
18,51,45,6,good
63,28,86,13,good
5,59,12,16,good
45,20,15,10,good
41,16,93,2,good
91,17,39,13,good
64,56,71,17,good
98,36,80,1,good
71,59,29,4,good
58,37,80,18,good
51,11,98,6,good
46,74,64,12,good
6,83,57,20,good
10,72,87,13,good
60,0,47,2,good
67,57,48,17,good
24,2,88,10,good
11,62,1,19,good
25,20,88,5,good
11,22,13,12,good
42,8,96,18,good
50,82,16,9,good
36,54,30,11,good
45,18,9,4,good
52,61,69,10,good
87,86,88,1,good
79,90,36,2,good
12,90,63,9,good
88,38,29,18,good
53,99,33,16,good
56,75,17,14,good
3,26,87,4,good
74,45,62,2,good
95,33,48,12,good
48,32,55,20,good
6,91,90,5,good
10,94,57,4,good
91,95,26,15,good
53,49,54,3,good
86,19,84,17,good
44,39,18,8,good
22,98,22,12,good
27,94,46,8,good
56,57,78,20,good
25,30,65,20,good
24,37,98,5,good
53,85,50,6,good
28,44,83,5,good
82,40,27,8,good
96,8,56,18,good
35,8,57,4,good
13,62,14,4,good
77,78,15,5,good
34,76,96,15,good
29,21,46,6,good
91,15,62,16,good
16,31,11,14,good
66,65,42,14,good
79,89,83,16,good
29,13,28,4,good
92,37,48,11,good
44,97,2,19,good
78,7,68,19,good
88,99,59,8,good
50,20,65,10,good
46,55,86,5,good
52,45,89,16,good
63,42,25,3,good
37,91,70,10,good
63,45,73,13,good
86,47,68,7,good
88,69,46,12,good
6,83,75,14,good
21,30,95,10,good
80,32,41,9,good
81,43,30,12,good
40,70,21,3,good
73,7,16,13,good
9,72,83,6,good
56,1,19,6,good
6,16,7,19,good
49,51,97,7,good
90,44,48,4,good
51,36,86,5,good
32,41,37,1,good
0,43,52,18,good
52,80,27,17,good
59,37,76,9,good
33,98,28,9,good
3,93,71,10,good
16,5,10,20,good
3,67,46,17,good
42,50,44,13,good
89,100,17,4,good
3,34,49,18,good
0,57,88,18,good
70,56,48,9,good
93,72,21,3,bad
49,5,44,7,good
72,12,60,15,good
60,58,98,9,good
34,85,92,9,good
7,91,20,4,good
23,29,70,18,good
82,99,60,17,good
35,1,75,6,good
49,57,35,7,good
42,35,23,10,good
26,71,31,10,good
31,44,90,6,good
77,8,95,6,good
17,64,58,19,good
27,76,95,8,good
28,49,95,9,good
15,78,89,1,good
98,31,74,16,bad
46,97,81,6,good
58,42,4,8,good
30,94,15,15,good
3,77,10,12,good
36,53,34,10,good
16,46,74,16,good
38,13,41,15,good
47,47,86,11,good
45,54,97,7,good
89,28,80,8,good
47,46,9,11,good
38,62,81,9,good
3,18,7,7,good
29,90,25,15,good
29,8,2,15,good
21,100,58,16,good
74,36,87,3,good
65,91,2,16,good
11,51,37,15,good
93,56,1,1,good
35,87,98,14,good
17,27,16,11,good
89,35,72,3,good
52,63,35,9,good
70,17,85,6,good
0,88,94,16,good
57,34,97,11,good
89,67,87,18,good
86,77,72,17,good
89,38,1,17,good
5,89,84,3,good
69,7,33,19,good
43,87,26,15,good
71,79,36,10,good
23,83,70,8,good
85,14,21,17,good
18,6,67,4,good
100,16,13,8,good
17,85,97,2,good
94,85,22,8,good
100,63,43,7,good
29,11,88,9,good
41,81,64,18,good
32,55,78,17,good
73,45,95,1,good
100,46,77,12,good
11,78,60,4,good
93,100,84,17,good
26,15,54,7,good
38,68,70,3,good
8,1,99,1,good
20,91,84,19,good
75,53,49,2,good
28,26,11,6,good
32,30,78,11,good
61,40,14,4,good
14,35,16,1,good
1,46,33,11,good
51,42,34,16,good
43,64,38,6,good
53,49,77,11,good
17,92,54,8,good
2,0,58,20,good
6,71,4,1,good
42,56,29,14,good
81,15,3,2,good
37,27,14,6,good
36,85,34,9,good
57,81,73,14,good
32,21,54,8,good
58,40,65,3,good
94,75,59,10,good
10,18,23,18,good
67,88,91,20,good
81,49,21,9,good
67,58,43,9,good
97,68,31,19,good
92,33,94,13,good
87,38,82,1,good
21,73,50,17,good
65,6,84,4,good
43,100,2,4,good
5,51,69,16,good
41,59,31,16,good
24,51,1,15,good
56,78,87,6,good
84,23,58,5,good
54,25,90,10,good
15,89,72,7,good
94,89,76,7,good
13,9,13,10,good
38,16,50,10,good
27,77,10,15,good
95,1,77,6,good
91,76,79,2,good
50,26,9,8,good
48,72,83,20,good
8,70,79,15,good
57,47,57,18,good
44,73,33,5,good
21,8,79,4,good
31,85,77,10,good
68,22,52,19,good
86,70,27,14,good
68,72,17,13,good
41,26,25,10,good
52,87,6,6,good
95,92,44,13,good
58,80,97,11,good
73,83,44,15,good
38,70,70,2,good
14,42,96,15,good
70,6,34,19,good
28,91,51,17,good
2,82,20,20,good
82,62,27,18,good
9,83,95,6,good
91,43,43,15,good
28,38,79,17,good
78,39,55,9,good
34,6,9,12,good
5,69,22,5,good
11,24,47,14,good
37,58,51,8,good
76,12,14,17,good
92,85,54,9,good
18,80,42,3,good
66,85,49,7,good
7,97,5,12,good
7,61,32,3,good
83,7,61,9,good
46,44,54,14,good
3,17,38,18,good
50,87,11,11,good
84,59,99,4,good
66,59,30,8,good
44,1,73,18,good
7,65,52,13,good
86,90,33,4,good
15,13,40,10,good
76,47,9,8,good
66,55,51,12,good
8,11,74,19,good
59,95,56,12,good
77,91,77,2,good
76,54,2,8,good
70,27,56,13,good
14,88,32,1,good
70,3,6,3,good
97,89,3,2,bad
40,35,38,20,good
21,49,47,8,good
23,2,73,3,good
100,0,78,15,good
43,16,15,2,good
0,70,37,17,good
9,61,3,6,good
79,47,3,1,good
71,61,99,4,good
55,68,26,19,good
88,18,85,7,good
49,33,85,14,good
11,98,16,14,good
88,48,97,10,good
80,79,95,7,good
59,46,69,16,good
25,90,53,4,good
77,49,96,7,good
40,88,7,15,good
35,25,52,17,good
22,55,99,3,good
42,77,4,16,good
5,13,68,2,good
68,77,46,7,good
42,24,73,16,good
24,99,39,9,good
17,3,6,12,good
61,78,11,1,good
12,31,93,14,good
42,81,24,11,good
77,77,27,18,good
27,64,42,5,good
17,60,76,15,good
58,19,46,7,good
59,73,48,14,good
62,9,85,20,good
56,87,53,8,good
91,33,17,4,good
50,60,26,3,good
55,91,71,12,good
26,26,5,18,good
31,39,74,15,good
